模型,样本索引,真实标签,预测标签,预测概率
神经网络,1436,0,0,2.796481246151136e-05
神经网络,1437,0,0,0.02257638634215572
神经网络,1438,0,1,0.8860651701940636
神经网络,1439,0,0,0.25581116990977176
神经网络,1440,0,0,0.33222617871089904
神经网络,1441,0,0,0.0009691902945401667
神经网络,1442,0,0,0.10793108251524434
神经网络,1443,0,0,0.0001372086082514137
神经网络,1444,0,0,0.0004296789353627272
神经网络,1445,0,0,2.7860810544103e-05
神经网络,1446,0,0,0.01655116842074823
神经网络,1447,0,0,8.688150293274725e-06
神经网络,1448,0,0,0.0001478375911071866
神经网络,1449,0,0,0.00029494108664478424
神经网络,1450,1,0,0.020918811212941042
神经网络,1451,0,1,0.9360885635144093
神经网络,1452,0,0,2.4394270325377976e-07
神经网络,1453,1,0,0.000261687943280624
神经网络,1454,0,0,0.11961964551649926
神经网络,1455,0,0,0.19958240999386095
神经网络,1456,0,0,7.139594470327445e-05
神经网络,1457,0,0,0.017248468725108802
神经网络,1458,0,0,4.606310094113562e-06
神经网络,1459,0,1,0.6106894055635351
神经网络,1460,0,0,0.01024300271471153
神经网络,1461,0,0,2.6625447366956475e-05
神经网络,1462,0,1,0.6685238590084459
神经网络,1463,0,1,0.8948441933212188
神经网络,1464,0,0,0.010882845432149364
神经网络,1465,0,0,5.357764346922325e-06
神经网络,1466,0,0,3.4204312316871414e-05
神经网络,1467,0,0,3.4498962473044377e-07
神经网络,1468,0,0,0.000361732351072753
神经网络,1469,1,1,0.9905765282729473
神经网络,1470,1,0,0.015052732893323834
神经网络,1471,0,0,0.005980699440056779
神经网络,1472,0,0,0.012533307603638912
神经网络,1473,0,0,0.12985146991778307
神经网络,1474,0,0,0.0005949136924291152
神经网络,1475,0,0,0.0017899118087741886
神经网络,1476,0,0,0.0006370007455291332
神经网络,1477,0,0,0.0006904207922342304
神经网络,1478,0,0,0.0003770251695184237
神经网络,1479,0,0,0.0005446545476510296
神经网络,1480,0,0,1.6136703737441878e-07
神经网络,1481,0,0,0.2757523455118525
神经网络,1482,0,0,2.4116448437012273e-07
神经网络,1483,0,0,0.0020156644373836865
神经网络,1484,0,0,5.552555790009937e-10
神经网络,1485,0,0,0.03853524277375421
神经网络,1486,0,0,0.00014122307094272375
神经网络,1487,0,1,0.8330126265934765
神经网络,1488,0,0,3.2346985792450845e-06
神经网络,1489,0,0,3.2526415721609613e-06
神经网络,1490,0,0,2.6545499069705526e-07
神经网络,1491,0,0,4.91896479013677e-07
神经网络,1492,0,0,5.513898083252071e-06
神经网络,1493,0,1,0.7689557484798847
神经网络,1494,0,0,0.02689925984001484
神经网络,1495,0,0,0.00038375283152561297
神经网络,1496,0,0,3.586555580940054e-06
神经网络,1497,0,0,2.7904791387983875e-08
神经网络,1498,1,0,9.363402237802144e-10
神经网络,1499,0,1,0.9635980287960172
神经网络,1500,0,0,0.0003611158698931426
神经网络,1501,0,0,1.715452786124707e-08
神经网络,1502,0,0,0.004400984320778983
神经网络,1503,0,0,1.4114035356523172e-07
神经网络,1504,0,0,0.024883375208892014
神经网络,1505,0,0,0.0005882758342887601
神经网络,1506,0,0,6.331912345720232e-11
神经网络,1507,0,1,0.6016205380977803
神经网络,1508,0,1,0.8685391249964409
神经网络,1509,0,0,0.00010485874844481702
神经网络,1510,1,0,0.00019575867489125029
神经网络,1511,0,0,0.0010415836685401295
神经网络,1512,0,0,2.179251669257096e-06
神经网络,1513,0,0,0.01250880052805717
神经网络,1514,0,0,0.00953455741141977
神经网络,1515,0,0,2.345063649702007e-08
神经网络,1516,0,0,5.207938931651751e-05
神经网络,1517,0,0,0.004158811746952286
神经网络,1518,0,1,0.6058533183404554
神经网络,1519,0,0,0.0003807163269580166
神经网络,1520,0,0,4.6845910452366857e-07
神经网络,1521,0,0,0.00039239701730673797
神经网络,1522,0,0,0.0008391482840170556
神经网络,1523,0,1,0.853525072394703
神经网络,1524,0,1,0.9678527297610419
神经网络,1525,0,0,1.8386590518359715e-05
神经网络,1526,0,0,0.0005310001736775831
神经网络,1527,0,0,0.01770240762671849
神经网络,1528,0,0,0.29241721978616536
神经网络,1529,0,0,0.004751985273341061
神经网络,1530,0,0,0.03238584318535202
神经网络,1531,0,0,0.0030484164012588976
神经网络,1532,0,0,0.0032383313055359127
神经网络,1533,0,0,5.351538851385207e-08
神经网络,1534,0,0,0.0697417485313662
神经网络,1535,0,0,2.403794646786233e-05
神经网络,1536,0,0,0.01850515091325614
神经网络,1537,0,0,0.0033184205045930838
神经网络,1538,1,0,5.573408810339317e-05
神经网络,1539,0,0,0.003957795493044376
神经网络,1540,1,0,0.00018315582111433931
神经网络,1541,0,0,0.0002726139670551861
神经网络,1542,0,1,0.5479014000814605
神经网络,1543,0,0,3.9940708738046e-05
神经网络,1544,0,0,1.4688030410186707e-10
神经网络,1545,0,0,0.00015924977585606462
神经网络,1546,0,0,0.0008729184685078009
神经网络,1547,0,0,3.4841819871940027e-06
神经网络,1548,0,0,1.1598127077061496e-07
神经网络,1549,0,0,6.698734248853138e-06
神经网络,1550,1,0,7.41186561078455e-05
神经网络,1551,0,0,0.0003009647732620189
神经网络,1552,0,1,0.9706187803060629
神经网络,1553,0,0,8.570017081566175e-06
神经网络,1554,0,0,1.8562752726232277e-08
神经网络,1555,0,0,0.002091455750643383
神经网络,1556,0,0,4.097962783783354e-05
神经网络,1557,1,0,0.024218324134508272
神经网络,1558,0,1,0.9878578168857706
神经网络,1559,0,0,2.031099399469272e-07
神经网络,1560,0,0,0.11978989521463689
神经网络,1561,0,0,0.00016370260234410252
神经网络,1562,0,0,0.0006855022045330022
神经网络,1563,0,0,9.640812700898504e-05
神经网络,1564,0,0,0.011409756239219167
神经网络,1565,0,0,0.0003247219244837398
神经网络,1566,0,0,3.7127664405699643e-06
神经网络,1567,0,0,0.0026843253260569197
神经网络,1568,0,0,4.530163866806811e-09
神经网络,1569,0,0,0.000186133861583484
神经网络,1570,0,0,0.0001352572891400208
神经网络,1571,0,0,0.0004546171765765976
神经网络,1572,0,1,0.9964737236475593
神经网络,1573,0,0,1.5476670867622164e-06
神经网络,1574,0,0,0.00014274488479266832
神经网络,1575,0,0,0.13090737732324212
神经网络,1576,0,0,5.77158634139766e-09
神经网络,1577,0,1,0.9101904594504796
神经网络,1578,0,0,1.9022796811009747e-06
神经网络,1579,0,0,0.05315693930753241
神经网络,1580,0,0,0.3157582313382586
神经网络,1581,0,0,0.49122758813290307
神经网络,1582,0,0,0.002175260462926525
神经网络,1583,1,0,0.0027297491912300497
神经网络,1584,0,0,0.0014072695725043658
神经网络,1585,0,0,0.0015292103364637397
神经网络,1586,0,0,0.0056416919683657035
神经网络,1587,0,0,0.04247366543278333
神经网络,1588,0,0,0.17432037071002668
神经网络,1589,0,0,0.011550265174181267
神经网络,1590,0,0,0.0007629388387630911
神经网络,1591,0,0,3.270909734609652e-06
神经网络,1592,0,0,0.018804697907538203
神经网络,1593,0,0,2.3113560148887866e-05
神经网络,1594,0,1,0.7792761266585472
神经网络,1595,0,0,0.00027491988535623325
神经网络,1596,0,0,2.467400797654745e-07
神经网络,1597,0,0,0.06821119936928843
神经网络,1598,0,1,0.598620371329014
神经网络,1599,0,0,1.6570514903241995e-10
神经网络,1600,0,0,0.00014217934994125496
神经网络,1601,0,0,0.2242964949490256
神经网络,1602,0,0,0.0029258185476669363
神经网络,1603,0,0,0.1845690867639721
神经网络,1604,0,0,3.62468835333016e-06
神经网络,1605,1,1,0.9998737093193338
神经网络,1606,0,0,0.010519395193317405
神经网络,1607,0,0,0.1119986381985906
神经网络,1608,0,0,0.0006049766224833209
神经网络,1609,0,0,0.00021920178259986575
神经网络,1610,0,0,0.014485474647063448
神经网络,1611,0,0,6.503384186731513e-05
神经网络,1612,1,0,0.00015629586803008066
神经网络,1613,0,1,0.8426923752584375
神经网络,1614,0,0,4.746472146377579e-05
神经网络,1615,0,0,5.997343869329948e-06
神经网络,1616,0,1,0.9482480937686316
神经网络,1617,0,0,0.0001202437752722114
神经网络,1618,0,0,0.0006197830532457123
神经网络,1619,0,0,0.0037885436581783782
神经网络,1620,0,0,4.3782132424837164e-05
神经网络,1621,0,0,0.07994892403001894
神经网络,1622,0,0,0.02175253188440317
神经网络,1623,0,1,0.5939059833060536
神经网络,1624,0,1,0.9468688034486317
神经网络,1625,0,0,1.8341755501633672e-06
神经网络,1626,0,0,9.944285666216237e-06
神经网络,1627,0,0,0.4302307695987428
神经网络,1628,0,0,0.0001927230582820968
神经网络,1629,0,0,0.0004543513820929827
神经网络,1630,0,0,0.2753823572309585
神经网络,1631,0,0,0.3324822843583797
神经网络,1632,0,0,0.06908231348745195
神经网络,1633,0,0,1.031165482219379e-05
神经网络,1634,0,0,0.14906504642987928
神经网络,1635,0,0,0.006825585548276848
神经网络,1636,0,0,6.433875412863008e-06
神经网络,1637,0,0,0.046828778110309784
神经网络,1638,0,0,0.05960502005336831
神经网络,1639,0,0,0.014005193373542094
神经网络,1640,0,0,9.907537996936417e-05
神经网络,1641,0,0,0.4378463667000181
神经网络,1642,0,0,0.029859151851071995
神经网络,1643,0,0,0.0038194456096004668
神经网络,1644,1,0,1.1779209318062647e-07
神经网络,1645,0,0,0.03323807159729067
神经网络,1646,0,0,0.00015353718215254877
神经网络,1647,0,0,6.645264901006705e-05
神经网络,1648,0,0,0.00045981724643147414
神经网络,1649,0,0,0.0031951972201617823
神经网络,1650,0,0,2.1985079132028487e-07
神经网络,1651,0,0,9.126345838082152e-07
神经网络,1652,0,0,5.448321556989915e-07
神经网络,1653,0,0,0.00043027466018097734
神经网络,1654,0,0,0.0876871427694196
神经网络,1655,0,0,0.0001243206805237724
神经网络,1656,0,0,5.8469181006234305e-05
神经网络,1657,0,0,4.654756275635099e-06
神经网络,1658,0,0,0.3004551078543667
神经网络,1659,1,0,0.00016325589522805044
神经网络,1660,0,0,0.045568806739816906
神经网络,1661,0,0,0.0008895844107154431
神经网络,1662,0,0,4.960506289952742e-07
神经网络,1663,0,1,0.726199040409277
神经网络,1664,0,0,1.4165520706619352e-05
神经网络,1665,0,0,2.254884697343758e-05
神经网络,1666,0,0,0.00010885971227373359
神经网络,1667,0,0,0.00023113760119491692
神经网络,1668,0,0,2.5348413130480247e-05
神经网络,1669,0,0,0.0007607733281784984
神经网络,1670,0,0,0.48149670899842867
神经网络,1671,0,0,8.475114699089266e-05
神经网络,1672,0,0,4.1812106556987695e-09
神经网络,1673,0,0,0.06973945992997527
神经网络,1674,0,0,1.0480853968946414e-05
神经网络,1675,0,0,1.98549240077008e-08
神经网络,1676,0,0,0.00033798072865217184
神经网络,1677,0,1,0.7659622526212929
神经网络,1678,0,0,2.6638266788424555e-05
神经网络,1679,0,0,0.001529919834293768
神经网络,1680,0,0,0.022875248832525123
神经网络,1681,0,0,9.60510523337503e-05
神经网络,1682,0,0,1.4666965080679512e-06
神经网络,1683,0,0,4.873301459645013e-05
神经网络,1684,0,1,0.8189371505339741
神经网络,1685,0,0,1.1872582806664527e-05
神经网络,1686,0,0,0.0030590106860360375
神经网络,1687,0,0,4.002691654060217e-06
神经网络,1688,0,0,2.238731981345544e-05
神经网络,1689,0,0,0.0013113110090254398
神经网络,1690,0,0,0.004053358063903914
神经网络,1691,0,0,0.0014346525789443994
神经网络,1692,0,0,0.21590785066541252
神经网络,1693,0,0,0.01041300553020526
神经网络,1694,0,0,5.510431462891708e-06
神经网络,1695,0,1,0.851466339421818
神经网络,1696,0,0,0.03834967479029161
神经网络,1697,0,0,6.108646118084183e-07
神经网络,1698,0,0,0.0001672839216273586
神经网络,1699,0,0,0.00016911899206517887
神经网络,1700,0,0,7.498862557794434e-05
神经网络,1701,0,1,0.5004024214788887
神经网络,1702,0,0,0.06106433916460482
神经网络,1703,1,0,0.00014894707435018966
神经网络,1704,0,1,0.9595326189727547
神经网络,1705,0,1,0.6085239107264088
神经网络,1706,0,0,0.008428173509107866
神经网络,1707,0,0,0.0157973952753264
神经网络,1708,0,0,0.025716357202883188
神经网络,1709,0,0,0.003350908240003539
神经网络,1710,0,0,0.00547367349344224
神经网络,1711,0,0,0.0015173458147608905
神经网络,1712,0,0,7.177250968110915e-07
神经网络,1713,0,0,0.2759770501374497
神经网络,1714,0,0,0.07595632712067897
神经网络,1715,0,0,0.25784829003430626
神经网络,1716,0,1,0.7666161327253169
神经网络,1717,0,1,0.8339986502252476
神经网络,1718,0,0,3.336413243373981e-05
神经网络,1719,0,1,0.6512734257224997
神经网络,1720,0,0,0.0474527640516612
神经网络,1721,0,0,0.0159544284909546
神经网络,1722,0,0,0.033431706677636
神经网络,1723,0,0,2.757651829134403e-06
神经网络,1724,0,0,0.00017049915534538535
神经网络,1725,0,0,1.3982263174109232e-05
神经网络,1726,0,0,0.04064686415719685
神经网络,1727,1,0,0.0032885370960851735
神经网络,1728,0,0,2.53295555835397e-05
神经网络,1729,1,0,0.03474743008858692
神经网络,1730,0,0,0.004719265641296556
神经网络,1731,0,0,0.09819168978878927
神经网络,1732,0,0,5.7392614667749e-07
神经网络,1733,0,0,0.008287648914223148
神经网络,1734,1,1,0.9999181021442025
神经网络,1735,0,0,0.0062332068904524356
神经网络,1736,0,0,0.48492599446350654
神经网络,1737,0,0,0.0003645577145324524
神经网络,1738,0,0,0.00027843265881806505
神经网络,1739,0,0,1.398649693789812e-06
神经网络,1740,0,0,9.595673363811441e-05
神经网络,1741,0,0,8.227402451821107e-06
神经网络,1742,0,0,1.962602862032926e-05
神经网络,1743,0,0,7.602190132531187e-07
神经网络,1744,0,0,5.4664756398672435e-06
神经网络,1745,0,0,4.820347285304494e-06
神经网络,1746,0,0,0.008616989824176769
神经网络,1747,0,0,3.856825736559803e-07
神经网络,1748,0,0,6.58921751555852e-06
神经网络,1749,0,0,0.01839486020242615
神经网络,1750,0,0,3.5958940613892856e-05
神经网络,1751,0,0,2.4302673657083245e-06
神经网络,1752,0,0,0.014533789361641647
神经网络,1753,1,1,0.9999800728273001
神经网络,1754,0,1,0.9544683120999793
神经网络,1755,0,0,0.013973518878765493
神经网络,1756,0,0,2.207834704245311e-05
神经网络,1757,0,1,0.9448316572432546
神经网络,1758,0,0,5.03868741311702e-05
神经网络,1759,0,0,8.23466852524602e-06
神经网络,1760,0,0,0.06303025595479879
神经网络,1761,0,0,3.0052857611239538e-05
神经网络,1762,0,0,0.10702861559284806
神经网络,1763,0,0,0.10681383464247046
神经网络,1764,0,0,0.0014083830989980216
神经网络,1765,0,1,0.9938220406953221
神经网络,1766,0,0,0.0001381883417427527
神经网络,1767,0,0,1.8097243792120795e-05
神经网络,1768,0,1,0.893421664394847
神经网络,1769,0,0,0.010567097791550439
神经网络,1770,0,0,0.013523270627032038
神经网络,1771,0,0,0.02441458362618966
神经网络,1772,0,1,0.914591052894353
神经网络,1773,1,0,7.496644654407278e-05
神经网络,1774,0,0,0.00017279014307977926
神经网络,1775,0,0,0.003031332162265695
神经网络,1776,0,0,2.4997154491622666e-08
神经网络,1777,0,0,0.0018858759862798188
神经网络,1778,0,1,0.998912937569972
神经网络,1779,0,0,0.30784641498444854
神经网络,1780,0,0,0.015726065163309145
神经网络,1781,0,0,0.0007348917317386691
神经网络,1782,0,0,1.9448905074584337e-05
神经网络,1783,0,0,0.06329483472493816
神经网络,1784,0,1,0.8900265630852995
神经网络,1785,0,0,0.07740651104902643
神经网络,1786,0,0,0.003322626295297487
神经网络,1787,0,0,0.2317560882625399
神经网络,1788,0,0,9.500123831464365e-05
神经网络,1789,0,0,0.006246394584483202
神经网络,1790,0,0,0.3251358234151511
神经网络,1791,1,1,0.9923249212314758
神经网络,1792,0,0,1.9654061836078853e-07
神经网络,1793,0,1,0.5657540160855348
神经网络,1794,0,0,9.28895901695339e-08
神经网络,1795,0,0,0.00014122562926397776
神经网络,1796,0,0,0.14646729608536554
神经网络,1797,0,0,4.901272835985296e-09
神经网络,1798,0,0,5.769095464263362e-07
神经网络,1799,0,0,0.09518027002401053
神经网络,1800,0,0,0.003088237668293819
神经网络,1801,0,0,0.09482358295080737
神经网络,1802,0,0,8.91446198258245e-07
神经网络,1803,0,0,0.0006402382992017016
神经网络,1804,0,0,0.0008795734084732863
神经网络,1805,0,0,0.01213215732985644
神经网络,1806,0,0,0.002763930061684855
神经网络,1807,0,0,0.029732031330373564
神经网络,1808,0,0,0.007146502652295411
神经网络,1809,0,0,0.0008803591493413926
神经网络,1810,0,0,2.0652172117711517e-05
神经网络,1811,0,0,2.3347903559769525e-05
神经网络,1812,0,0,0.0012468298292181148
神经网络,1813,0,0,8.471170103754742e-07
神经网络,1814,0,0,2.997462905435167e-05
神经网络,1815,0,0,6.6563369303535355e-06
神经网络,1816,0,0,6.246248179250723e-05
神经网络,1817,0,0,0.03861445886765379
神经网络,1818,0,0,0.0029719305124697617
神经网络,1819,0,0,0.024849670067968243
神经网络,1820,0,0,0.008391006396256877
神经网络,1821,0,0,0.13521782526974205
神经网络,1822,0,0,0.004811450578761971
神经网络,1823,0,0,3.638067295198882e-08
神经网络,1824,0,0,0.0014714580632265916
神经网络,1825,0,0,0.00043223623154317636
神经网络,1826,0,0,0.0004990759755413019
神经网络,1827,0,0,0.0008972423980152773
神经网络,1828,0,0,8.293719336752104e-06
神经网络,1829,0,0,1.7263137187895881e-06
神经网络,1830,0,0,2.3157275478413448e-10
神经网络,1831,0,0,3.578766608486247e-05
神经网络,1832,0,0,4.882946398281882e-07
神经网络,1833,0,1,0.9346194478222628
神经网络,1834,0,0,0.00011250716794147488
神经网络,1835,0,0,0.00010735981409013896
神经网络,1836,0,0,0.0062057018722697765
神经网络,1837,0,0,3.058846873039676e-07
神经网络,1838,0,0,0.00014287101862753661
神经网络,1839,0,0,6.7843199478479435e-06
神经网络,1840,1,0,0.00465842248521189
神经网络,1841,0,0,1.706850559736933e-06
神经网络,1842,0,0,0.001705786080903633
神经网络,1843,0,0,5.389855102227992e-07
神经网络,1844,0,0,1.1748699175554213e-05
神经网络,1845,0,0,1.7857399518059394e-06
神经网络,1846,1,0,0.16838104724802197
神经网络,1847,0,1,0.9856211018196906
神经网络,1848,0,0,0.0008206981126330459
神经网络,1849,0,0,0.10478015282205308
神经网络,1850,0,0,0.0002363967448271407
神经网络,1851,0,1,0.8968189207254443
神经网络,1852,0,1,0.9104963603498173
神经网络,1853,0,0,4.085166717658907e-05
神经网络,1854,0,0,0.16020894662411972
神经网络,1855,0,0,0.0012163795703092868
神经网络,1856,0,0,0.0006306408754511778
神经网络,1857,0,0,0.04955035436408508
神经网络,1858,0,0,0.008050260773498756
神经网络,1859,0,0,0.07180722518802479
神经网络,1860,0,0,0.0007388725530391043
神经网络,1861,0,0,6.053532413410101e-05
神经网络,1862,0,0,0.01523697219698032
神经网络,1863,0,0,6.810580099989507e-06
神经网络,1864,0,0,3.200298878249384e-05
神经网络,1865,0,0,0.026732244756143154
神经网络,1866,0,0,7.519780435902463e-09
神经网络,1867,0,0,1.0753724233300827e-08
神经网络,1868,0,0,2.831331542458749e-06
神经网络,1869,0,1,0.6575889209831138
神经网络,1870,0,0,0.00027590447091303176
神经网络,1871,0,1,0.8577724003764957
神经网络,1872,0,0,1.8918977005546297e-05
神经网络,1873,0,0,1.979012772651099e-05
神经网络,1874,0,0,0.0002579281317350829
神经网络,1875,0,0,0.00374855703277844
神经网络,1876,0,0,2.2820302039337344e-07
神经网络,1877,0,0,0.009538638800624881
神经网络,1878,0,0,3.639976853964769e-06
神经网络,1879,0,0,0.0005858669817252673
神经网络,1880,0,0,0.0013972087428486657
神经网络,1881,0,0,1.527281411973279e-05
神经网络,1882,0,1,0.6988323236363062
神经网络,1883,0,0,0.06535129335185785
神经网络,1884,0,0,1.5554547419823844e-06
神经网络,1885,0,0,0.015146973187114656
神经网络,1886,0,1,0.8782855144545338
神经网络,1887,0,1,0.9751998017637087
神经网络,1888,0,1,0.6366331345012871
神经网络,1889,0,0,0.0062786290074768655
神经网络,1890,0,0,0.04658240259109548
神经网络,1891,1,0,0.19348254892793323
神经网络,1892,0,0,4.694717642456913e-05
神经网络,1893,0,0,6.33761781476135e-08
神经网络,1894,0,0,0.006850695330819435
神经网络,1895,0,0,2.0652933850433588e-07
神经网络,1896,0,0,0.4260377182030809
神经网络,1897,0,0,1.5102841921434557e-05
神经网络,1898,0,0,1.1441474189699199e-06
神经网络,1899,0,0,0.00363591705229671
神经网络,1900,0,0,0.017721579325566558
神经网络,1901,0,0,6.812318354516734e-05
神经网络,1902,0,0,0.292954489563172
神经网络,1903,0,0,0.15282031264016444
神经网络,1904,0,0,9.393284792094137e-09
神经网络,1905,0,0,0.047176086051750644
神经网络,1906,0,0,8.719336335905755e-06
神经网络,1907,0,0,2.5188030667114952e-06
神经网络,1908,0,0,2.25286768207484e-07
神经网络,1909,0,0,0.0018066873239768607
神经网络,1910,0,1,0.5608985126599297
神经网络,1911,0,0,0.013414026963735576
神经网络,1912,0,1,0.8011186329754976
神经网络,1913,0,0,0.0016623901093093135
神经网络,1914,0,0,2.1880148602985323e-06
神经网络,1915,0,0,0.0004343700315085283
神经网络,1916,0,1,0.9551242137995759
神经网络,1917,0,0,6.195704638282404e-08
神经网络,1918,1,0,4.718129964945294e-06
神经网络,1919,0,0,0.06047107819442973
神经网络,1920,0,0,2.4627307121987144e-05
神经网络,1921,0,0,0.00084355125927305
神经网络,1922,0,0,0.12635730995450475
神经网络,1923,0,0,0.0034215594827169175
神经网络,1924,0,0,6.756651182495754e-05
神经网络,1925,0,0,0.006372992538054379
神经网络,1926,0,0,2.0762698413892554e-06
神经网络,1927,0,0,0.06508828627796918
神经网络,1928,0,0,0.02660222141838175
神经网络,1929,0,0,0.04153885851606486
神经网络,1930,0,0,6.731530084873701e-05
神经网络,1931,0,0,0.3241751588513161
神经网络,1932,0,0,0.0059014819425319675
神经网络,1933,0,0,0.038290827963752175
神经网络,1934,0,0,0.0006033023626246278
神经网络,1935,0,1,0.9084822127853268
神经网络,1936,0,0,0.06758890523993498
神经网络,1937,0,0,0.01312824867081197
神经网络,1938,0,0,0.0003279357337981923
神经网络,1939,0,0,2.4624072999602273e-06
神经网络,1940,1,0,2.2531995215039427e-07
神经网络,1941,0,0,0.0922133628297375
神经网络,1942,1,0,0.1390722700182031
神经网络,1943,0,0,0.000377419089367158
神经网络,1944,0,0,6.188036174579709e-07
神经网络,1945,0,0,0.07189655298645957
神经网络,1946,1,0,1.5146413775533865e-06
神经网络,1947,1,0,0.0002443786761871424
神经网络,1948,0,0,0.0038632745796814538
神经网络,1949,0,0,9.357409934602027e-07
神经网络,1950,0,0,1.308655157065818e-07
神经网络,1951,0,0,0.0001240181998128395
神经网络,1952,0,0,4.6612727828583703e-11
神经网络,1953,0,0,0.03762986216945951
神经网络,1954,0,0,0.00643281436820488
神经网络,1955,0,0,5.89757674606222e-06
神经网络,1956,0,1,0.5785922233281877
神经网络,1957,0,0,6.984927617414862e-07
神经网络,1958,0,0,1.881097229289004e-05
神经网络,1959,0,0,0.015883639058329097
神经网络,1960,0,0,8.302681032881186e-06
神经网络,1961,0,0,3.8127870232036655e-06
神经网络,1962,0,1,0.8105669432398515
神经网络,1963,0,0,0.01727123428431238
神经网络,1964,0,0,1.2687802248497722e-07
神经网络,1965,1,0,0.008892819220608012
神经网络,1966,0,0,1.4276543250742033e-07
神经网络,1967,0,1,0.8615283081456027
神经网络,1968,1,1,0.9786306306061584
神经网络,1969,0,0,7.46194232573714e-09
神经网络,1970,0,0,1.6373149940122955e-06
神经网络,1971,0,0,3.647249967113565e-05
神经网络,1972,0,0,0.0006511060295643975
神经网络,1973,0,0,2.1564882924992153e-06
神经网络,1974,0,0,3.6030089307006653e-06
神经网络,1975,0,0,0.1648052481343932
神经网络,1976,0,1,0.8000250476269634
神经网络,1977,1,0,0.002752913392282773
神经网络,1978,0,0,0.007494577562498605
神经网络,1979,0,0,0.016053956763846144
神经网络,1980,0,0,0.0020194729900572246
神经网络,1981,0,0,2.720010959499279e-05
神经网络,1982,0,0,0.014341048452482916
神经网络,1983,0,0,0.007762948396641182
神经网络,1984,0,1,0.9984117639996251
神经网络,1985,0,0,0.0007467025877964442
神经网络,1986,0,1,0.9525553566222854
神经网络,1987,0,0,0.00960375237286261
神经网络,1988,1,0,0.19745243553824948
神经网络,1989,0,0,1.3113303308979743e-07
神经网络,1990,0,0,0.04055643342819734
神经网络,1991,0,0,1.1091315793967015e-09
神经网络,1992,0,0,7.290190593791293e-05
神经网络,1993,0,0,0.0022081477508684665
神经网络,1994,0,0,0.002441915097801507
神经网络,1995,0,0,0.17355114004241454
神经网络,1996,0,0,0.00914234098819375
神经网络,1997,0,0,5.7999120429722e-05
神经网络,1998,0,1,0.9482811054866269
神经网络,1999,0,0,0.0019327815151834226
神经网络,2000,0,0,0.00027509008585773544
神经网络,2001,0,0,0.019753750793131276
神经网络,2002,0,0,0.018500869837591697
神经网络,2003,0,0,2.226590923575959e-08
神经网络,2004,0,0,0.023456291817022676
神经网络,2005,0,0,2.5323980085009106e-08
神经网络,2006,0,0,5.582444363484581e-05
神经网络,2007,0,0,0.00270923186163583
神经网络,2008,0,0,0.00053450258064778
神经网络,2009,0,0,0.19801610287056817
神经网络,2010,0,0,2.418471491338434e-05
神经网络,2011,0,0,0.11658990930431148
神经网络,2012,0,0,0.0001426306533828675
神经网络,2013,0,0,3.3497462299327686e-05
神经网络,2014,0,0,0.003926094593731091
神经网络,2015,0,0,1.121811595132996e-06
神经网络,2016,0,0,0.003378935062293558
神经网络,2017,0,0,0.24567457467271656
神经网络,2018,0,0,2.053549700620792e-08
神经网络,2019,0,0,0.0004753471438454845
神经网络,2020,0,0,1.3500577796833597e-05
神经网络,2021,0,0,1.85892648012051e-08
神经网络,2022,1,0,0.0009296780438289291
神经网络,2023,0,0,3.372223989158628e-09
神经网络,2024,0,0,0.00035695008160309795
神经网络,2025,0,0,0.3048425186583209
神经网络,2026,0,0,9.336795037305931e-08
神经网络,2027,0,0,3.493021146308397e-06
神经网络,2028,0,0,0.0017420921763976016
神经网络,2029,0,0,0.3646548917115136
神经网络,2030,0,1,0.7735971221448356
神经网络,2031,0,0,0.03242590393417986
神经网络,2032,0,1,0.9999838807154908
神经网络,2033,0,0,0.053753484810859904
神经网络,2034,1,0,2.013609162636603e-06
神经网络,2035,0,0,0.000901875418760406
神经网络,2036,0,0,5.740261477271565e-05
神经网络,2037,0,0,4.204994765125341e-05
神经网络,2038,0,0,1.8627296563815397e-09
神经网络,2039,0,0,0.07651974663239586
神经网络,2040,0,0,0.0020060632110130623
神经网络,2041,0,0,0.007473261652971672
神经网络,2042,0,0,0.0030669242656364234
神经网络,2043,0,0,0.001343605443248271
神经网络,2044,0,0,0.0005904155974330627
神经网络,2045,1,0,0.01010284910489188
神经网络,2046,1,0,0.4282395001405575
神经网络,2047,0,0,0.04960590820681856
神经网络,2048,0,0,0.44058042288631016
神经网络,2049,0,0,3.718613267570177e-06
神经网络,2050,0,0,1.8909715234342412e-07
神经网络,2051,0,0,0.00021154814943395662
神经网络,2052,0,0,1.637126703131681e-08
神经网络,2053,0,0,0.000530773552473333
神经网络,2054,0,1,0.9274916652101945
神经网络,2055,1,0,0.05215927629247231
神经网络,2056,1,0,0.2027478779596191
神经网络,2057,0,0,3.414668774102981e-05
神经网络,2058,0,0,0.00016894671402208197
神经网络,2059,1,0,0.47833479843142035
神经网络,2060,0,0,5.7352800122475744e-05
神经网络,2061,0,0,0.10768311551190612
神经网络,2062,0,0,0.03692739804949123
神经网络,2063,0,0,0.0004227699574986105
神经网络,2064,0,0,0.03433615644918697
神经网络,2065,0,0,8.886578749368542e-05
神经网络,2066,0,0,2.0546221102541943e-06
神经网络,2067,0,0,0.00012310571536401597
神经网络,2068,0,0,1.439129674475611e-08
神经网络,2069,0,0,0.061048218109308355
神经网络,2070,0,0,3.7348396273864683e-05
