证券代码,时间,舞弊标签,流动比率,速动比率,资产负债率,权益乘数,总资产净利润率(ROA)A,净资产收益率（ROE）A,营业净利率,营业毛利率,总资产周转率A,应收账款周转率A,存货周转率A,异常经营活动现金流量,现金比率,营业收入增长率A,净利润增长率A,总资产增长率A,无形资产比率,固定资产比率,管理费用率,财务费用率
2030,2018,0,1.532756,1.41583,0.399304,1.664736,0.023615,0.039313,0.058506,0.416116,0.403639,2.150297,5.352247,0.0257,0.279658,-0.234679,-0.727608,-0.210795,0.023308,0.085574,0.135383,0.024322
2036,2018,0,1.183613,0.85765,0.667941,3.011513,0.032539,0.097991,0.04628,0.131053,0.703087,3.614382,3.990251,-0.0796,0.165438,-0.057919,-0.532486,0.392833,0.010714,0.289353,0.023916,0.018063
2042,2018,0,1.114364,0.601607,0.604951,2.531333,0.040812,0.103309,0.052664,0.105187,0.774953,17.256865,2.330283,-0.1173,0.156186,-0.093886,-0.983107,0.151653,0.034155,0.276147,0.027788,0.021188
2046,2018,0,1.611079,1.33251,0.387666,1.633096,0.011224,0.01833,0.024878,0.243331,0.451166,5.126338,3.65588,-0.0371,0.632554,0.316548,-1.52296,0.224228,0.087466,0.201929,0.095469,0.013219
2048,2018,0,1.379906,0.998993,0.425261,1.739921,0.062634,0.108979,0.068236,0.197964,0.917901,5.140327,5.109363,-0.0112,0.276875,0.116062,0.147611,0.003559,0.025798,0.198451,0.053689,0.00063
2050,2018,0,2.02115,1.598255,0.375541,1.601385,0.094121,0.150724,0.121014,0.285861,0.777767,5.87106,3.817911,0.0457,0.242975,-0.0389,-0.222759,0.128297,0.038382,0.2112,0.053755,-0.004818
2051,2018,0,1.761159,1.427558,0.485123,1.942213,0.065053,0.126347,0.116132,0.192791,0.560168,2.455539,2.909883,0.1243,0.818714,-0.333224,-0.271484,-0.023699,0.018279,0.083314,0.032962,-0.01463
2053,2018,0,1.448145,1.281514,0.380871,1.615173,0.029136,0.047059,0.084155,0.507384,0.346212,6.394856,5.605941,-0.0107,0.676241,0.489215,1.053984,0.108623,0.04493,0.245028,0.134991,0.006273
2054,2018,0,2.553165,2.144407,0.306687,1.44235,0.02158,0.031126,0.038105,0.303475,0.566328,4.071125,5.263912,0.0348,0.818658,-0.075766,0.2687,-0.028803,0.038659,0.218187,0.09375,0.022874
2056,2018,0,2.186947,1.776454,0.30275,1.434207,0.101429,0.14547,0.106249,0.243729,0.954638,5.171358,6.360576,0.0321,0.224023,0.289331,0.036596,-0.052144,0.042715,0.319597,0.050749,-0.006383
2057,2018,0,3.953836,3.433943,0.24559,1.325539,0.069273,0.091824,0.095595,0.251722,0.724653,3.832258,6.251666,-0.0248,1.222171,-0.065974,-0.555583,0.074097,0.061899,0.219631,0.066652,0.003602
2064,2018,0,1.794155,1.309641,0.359895,1.562244,0.074973,0.117125,0.100372,0.228488,0.746947,10.00853,4.767933,0.0852,0.462284,-0.071498,-0.219348,0.067667,0.050159,0.302065,0.036055,0.011321
2065,2018,1,2.06251,1.367637,0.420781,1.726463,0.049845,0.086056,0.094186,0.26765,0.529225,1.52323,1.337951,-0.0168,0.264363,0.828628,-0.520321,0.130818,0.008257,0.01736,0.070778,0.011684
2067,2018,0,1.516132,1.241549,0.31684,1.463787,0.056085,0.082096,0.060246,0.126071,0.930934,11.52091,9.420118,-0.007,0.190496,-0.065441,-1.185995,0.01268,0.028307,0.414568,0.019887,0.017354
2068,2018,0,1.04718,0.846569,0.505515,2.022307,0.05622,0.113693,0.050893,0.15692,1.104675,6.244224,9.456923,0.0531,0.187379,0.13069,-1.349435,-0.04292,0.033763,0.424699,0.030671,0.00862
2074,2018,1,1.427946,1.16564,0.58469,2.407842,0.028255,0.068034,0.113455,0.291855,0.24904,1.025247,1.594397,-0.1325,0.270384,-0.308578,-1.396767,0.204137,0.02834,0.228496,0.067022,0.020993
2078,2018,0,0.772213,0.616959,0.572256,2.337846,0.075947,0.177552,0.103002,0.234518,0.737333,14.8719,7.686509,0.0954,0.045535,0.003963,-0.048797,0.133053,0.029128,0.562867,0.025549,0.033065
2080,2018,0,1.042819,0.851052,0.541719,2.182067,0.041245,0.089999,0.086628,0.269299,0.476112,3.825716,4.897728,0.0238,0.110804,0.193455,-0.44769,0.071417,0.050909,0.476304,0.060778,0.030096
2083,2018,1,1.050189,0.684352,0.595965,2.475032,0.048028,0.11887,0.07877,0.20004,0.609717,8.132434,2.787131,-0.0043,0.121553,0.097345,-0.466352,0.140984,0.06111,0.361006,0.032294,0.027434
2085,2018,0,1.489116,1.184126,0.489346,1.958274,0.074902,0.14668,0.091154,0.207509,0.821709,4.715527,6.32748,0.0524,0.457337,0.046516,-0.309457,0.332741,0.070926,0.303269,0.04329,0.010562
2088,2018,0,2.328895,1.970827,0.276579,1.382321,0.109379,0.151197,0.166726,0.421058,0.656041,3.56256,3.923774,0.049,0.513853,0.276021,-0.049289,0.150994,0.049345,0.23536,0.07185,-0.003337
2090,2018,0,1.164693,0.938511,0.653553,2.886446,0.023276,0.067185,0.05373,0.278996,0.433202,1.298071,2.365431,-0.0737,0.228923,0.407036,-0.403629,-0.025772,0.018178,0.17774,0.067162,0.046174
2093,2018,0,3.542124,2.305533,0.300019,1.428611,0.02317,0.033101,0.106439,0.374766,0.217686,3.484172,0.612706,-0.0051,0.612721,0.000471,-1.661552,-0.034764,0.027538,0.163115,0.127044,0.042502
2094,2018,0,2.213434,1.642111,0.429673,1.753381,0.026208,0.045953,0.02842,0.239773,0.922168,6.217241,4.449513,-0.1079,0.744593,0.129956,-2.009325,0.269581,0.023755,0.035868,0.043269,0.015604
2096,2018,0,1.232852,1.098794,0.454489,1.833144,0.006282,0.011515,0.010763,0.279443,0.583639,3.584015,7.674314,-0.0748,0.286001,0.036202,-1.333635,-0.043924,0.10482,0.265884,0.14098,0.020444
2097,2018,0,1.341859,0.955335,0.654458,2.894007,0.03224,0.093302,0.080031,0.308211,0.402839,1.827501,1.638043,0.0353,0.134875,0.445388,-0.549687,0.161274,0.0298,0.298221,0.068747,0.025243
2099,2018,1,2.364492,1.791089,0.233793,1.305131,0.085995,0.112234,0.222542,0.443854,0.38642,5.669228,1.669885,0.0408,0.677131,-0.062483,-0.411184,-0.057795,0.076686,0.172716,0.128479,-0.018946
2101,2018,0,1.2676,1.004534,0.423723,1.735276,0.0486,0.084334,0.068078,0.253118,0.713887,3.60181,5.738071,0.0302,0.234212,0.176685,-0.401695,0.075164,0.039761,0.24959,0.04968,0.006222
2108,2018,0,1.667179,1.296195,0.319645,1.469822,0.060399,0.088775,0.088035,0.165555,0.686078,4.078132,5.907736,-0.0193,0.13862,-0.184006,-1.085592,0.265823,0.047414,0.29981,0.019585,0.019691
2111,2018,0,1.858515,1.122879,0.383559,1.622216,0.051342,0.083288,0.107447,0.324728,0.477835,2.042253,1.261967,-0.0106,0.122748,0.233851,0.114214,0.019953,0.038617,0.184995,0.054253,0.013818
2115,2018,0,1.197806,1.008262,0.4623,1.859773,0.049909,0.092819,0.064299,0.138399,0.776195,5.663143,9.138627,0.0576,0.283766,0.230697,-0.462284,0.05594,0.028509,0.131176,0.031888,0.009379
2116,2018,0,1.389192,1.245561,0.667032,3.003295,0.049316,0.148111,0.040609,0.114979,1.214396,6.46383,11.327464,-0.0568,0.338589,0.787738,0.251301,0.094492,0.012489,0.054099,0.037193,-0.00473
2117,2018,0,2.108114,1.93878,0.296233,1.420924,0.111407,0.158301,0.166695,0.38948,0.668327,4.651818,8.820532,0.0761,1.228833,0.160991,-0.020332,0.033935,0.042828,0.303128,0.066042,-0.004503
2119,2018,0,1.100482,0.735631,0.51805,2.074906,0.054971,0.114059,0.06228,0.202537,0.882638,4.544521,3.947161,0.0575,0.110337,-0.154301,-0.455956,0.007661,0.048829,0.327012,0.050896,0.022966
2123,2018,1,1.438402,1.261589,0.311823,1.453114,0.013645,0.019828,0.032764,0.24644,0.416461,1.743894,5.805058,-0.002,0.191727,0.533946,-2.470219,-0.01663,0.053946,0.059464,0.056072,0.011685
2125,2018,0,0.625051,0.414605,0.632338,2.719893,0.023606,0.064207,0.069478,0.259585,0.339768,4.270495,2.531428,-0.045,0.093179,-0.047263,-0.755353,0.242045,0.068596,0.449471,0.078031,0.042669
2126,2018,0,1.242016,0.986141,0.478686,1.91823,0.050686,0.097228,0.079362,0.255335,0.638676,3.040423,4.1984,-0.0025,0.126824,0.013862,-0.148393,0.176804,0.055079,0.23486,0.069,0.01085
2128,2018,0,1.837206,1.742295,0.302238,1.433153,0.115021,0.164842,0.247601,0.445401,0.46454,3.063252,13.371752,0.0462,0.475813,0.393334,0.577008,0.20372,0.03508,0.37185,0.040445,0.009341
2129,2018,0,0.807056,0.707803,0.631734,2.715429,0.018479,0.05018,0.05736,0.173522,0.322168,5.054722,6.653932,0.0344,0.214943,0.610435,0.394068,0.37704,0.036041,0.403449,0.041914,0.044899
2135,2018,0,1.260127,0.731553,0.608169,2.552123,0.017549,0.044788,0.020843,0.107605,0.841965,3.106578,2.348256,-0.0304,0.114453,0.164409,0.018707,0.02399,0.020014,0.170241,0.018988,0.008302
2136,2018,0,1.748045,1.080299,0.223689,1.288143,0.046819,0.060309,0.041321,0.155936,1.13306,15.326959,6.781407,-0.0163,0.23289,-0.31483,-2.547411,-0.076877,0.04375,0.573871,0.01424,0.001303
2138,2018,0,2.670922,2.051958,0.167967,1.201875,0.092216,0.110833,0.204471,0.346416,0.450999,2.996131,3.380657,0.0888,0.619333,-0.012069,-0.138205,0.098365,0.020336,0.470274,0.05863,-0.006797
2139,2018,0,1.406939,1.112779,0.429064,1.751511,0.053407,0.093543,0.061481,0.199511,0.868672,3.698203,5.54488,0.0398,0.25705,-0.147165,-0.970843,0.222091,0.046954,0.187986,0.031797,-0.003687
2140,2018,0,1.41869,0.940562,0.640494,2.781598,0.025147,0.069949,0.036976,0.113639,0.680092,6.197557,2.430799,-0.0654,0.440802,0.876306,-0.339492,-0.037297,0.024895,0.031174,0.026352,-0.0026
2141,2018,0,1.240116,0.956229,0.255096,1.342456,0.002993,0.004018,0.005488,0.130374,0.545382,5.423306,7.157015,-0.0877,0.190767,0.145389,-1.38398,0.142684,0.025629,0.121274,0.096164,0.010224
2144,2018,0,2.646113,2.249141,0.141832,1.165273,0.047988,0.055919,0.146069,0.292376,0.328531,4.560193,4.95676,-0.025,0.325539,0.717399,-0.245112,-0.040521,0.022112,0.143363,0.076565,-0.001507
2145,2018,0,0.919856,0.704882,0.412818,1.703051,0.07368,0.12548,0.130482,0.297276,0.564674,7.769517,5.417555,0.0451,0.183338,-0.018255,-0.117826,-0.040162,0.039586,0.304675,0.061873,0.006462
2149,2018,1,1.411929,0.830538,0.453694,1.830477,0.026587,0.048667,0.059852,0.212641,0.444216,2.793577,1.555884,-0.0116,0.108625,0.434992,0.937295,0.085085,0.073213,0.315018,0.07345,0.02743
2154,2018,0,1.36377,0.733841,0.334682,1.503041,0.012138,0.018243,0.016378,0.610556,0.741084,7.974975,1.477235,0.0066,0.207956,0.473661,-1.542383,-0.014133,0.06688,0.142734,0.125656,0.007063
2156,2018,0,0.946655,0.68399,0.534477,2.148122,0.010956,0.023534,0.021187,0.159043,0.517087,4.325375,4.56599,0.0115,0.244007,-0.129284,-1.391485,0.150001,0.019046,0.47243,0.042735,0.015839
2158,2018,0,2.114868,1.772977,0.426741,1.744411,0.062333,0.108735,0.117089,0.326275,0.532359,4.425286,3.163832,-0.0183,0.476099,0.035377,-0.215982,0.045416,0.022448,0.236004,0.056789,0.004703
2162,2018,0,0.812068,0.420418,0.582459,2.394976,0.009842,0.023573,0.022909,0.346592,0.429627,8.407002,1.832236,0.0223,0.209562,0.002021,-0.642636,0.076082,0.031216,0.24534,0.07231,0.04148
2165,2018,0,0.929209,0.761599,0.585294,2.411346,0.008524,0.020555,0.012562,0.133582,0.678554,8.403662,7.299928,-0.014,0.144224,-0.070863,-0.569926,0.240179,0.065381,0.183671,0.052376,0.013965
2170,2018,0,0.66998,0.449602,0.458393,1.846357,0.002209,0.004078,0.003407,0.158067,0.648433,8.88486,6.50823,-0.0266,0.033879,0.235184,-1.590671,-0.232619,0.096493,0.363946,0.058986,0.027911
2179,2018,0,1.950454,1.596671,0.505437,2.021987,0.075984,0.153638,0.12916,0.325618,0.58829,2.125981,2.682668,-0.0376,0.476543,-0.068188,0.082309,0.324601,0.014077,0.103962,0.053449,-0.000703
2182,2018,0,0.911614,0.60562,0.595966,2.47504,0.072578,0.179633,0.064413,0.152996,1.126753,5.622912,5.498551,-0.0809,0.063439,-0.05731,-0.210407,0.216445,0.047055,0.297381,0.019429,0.019334
2185,2018,0,1.262194,1.00551,0.487656,1.951815,0.034497,0.067332,0.060272,0.163219,0.572361,6.999345,5.252449,0.0469,0.691913,-0.118877,-0.499393,0.328432,0.014258,0.456452,0.03685,0.001981
2191,2018,0,2.31204,1.747762,0.17452,1.211417,0.099399,0.120413,0.241679,0.436563,0.411284,4.438181,2.429582,0.0391,0.534655,0.298308,0.096827,0.009823,0.036884,0.195769,0.085138,-0.00175
2193,2018,1,1.606942,1.264415,0.431173,1.758004,0.023296,0.040955,0.084145,0.247022,0.276856,1.959904,1.540438,-0.0442,0.240623,0.482762,0.316598,0.046086,0.037387,0.278478,0.057529,0.041938
2202,2018,0,1.093276,0.92759,0.674609,3.073227,0.040345,0.123988,0.114254,0.259632,0.353112,1.938244,4.257071,0.0032,0.166195,0.608465,-0.121314,0.117825,0.040643,0.243253,0.056107,0.033304
2206,2018,0,1.069651,0.691703,0.389873,1.639002,0.073702,0.120799,0.099308,0.214579,0.742159,6.766459,4.054567,0.0478,0.206257,-0.018423,-0.434545,0.09709,0.056866,0.344506,0.031545,-0.001623
2214,2018,0,3.099644,1.986075,0.283899,1.396452,0.0383,0.053483,0.131451,0.501814,0.291359,1.050445,0.526352,0.0272,0.315076,-0.121533,0.861892,0.018321,0.01278,0.063162,0.120328,0.032986
2216,2018,0,1.05388,0.621248,0.552601,2.23514,0.022018,0.049212,0.018322,0.355205,1.201669,15.014809,3.528509,0.0377,0.341805,0.208713,0.640464,0.05667,0.045837,0.357691,0.034957,-0.00075
2217,2018,1,1.206527,0.881717,0.593274,2.458655,0.045967,0.113017,0.074602,0.192492,0.616166,2.170426,2.946088,-0.0749,0.08779,-0.193056,-0.704081,0.291388,0.0134,0.158164,0.038572,0.026958
2223,2018,0,3.439069,2.862074,0.197751,1.246495,0.108644,0.135425,0.179492,0.398252,0.605289,4.954462,3.843608,0.0787,1.463448,0.047717,-0.364488,0.042662,0.086922,0.088211,0.059035,-0.007271
2225,2018,0,1.586125,1.042379,0.473656,1.899898,0.046015,0.087425,0.061137,0.292178,0.752657,2.632509,2.121732,0.0821,0.058815,0.064791,0.065993,0.072554,0.05468,0.111587,0.049378,0.004895
2235,2018,1,3.885196,3.751436,0.133007,1.153412,0.029974,0.034572,0.10574,0.258309,0.28347,2.218925,12.224923,-0.0911,0.523715,0.879563,-0.435595,0.010416,0.019361,0.068148,0.092919,0.001998
2236,2018,0,1.69328,1.451722,0.510324,2.042165,0.098464,0.20108,0.109635,0.371614,0.898108,2.32213,4.898959,0.003,0.294612,0.655257,1.089656,0.235176,0.014135,0.053413,0.026746,-0.005204
2240,2018,0,1.36139,0.582623,0.394686,1.652035,0.030548,0.050466,0.043631,0.1368,0.700133,17.544805,2.266823,-0.0771,0.168006,-0.087871,-1.117217,0.226179,0.039673,0.413222,0.041082,0.017836
2241,2018,0,1.027316,0.76354,0.489291,1.958061,0.028393,0.055595,0.035556,0.18815,0.798542,3.302394,5.433808,-0.0198,0.149254,0.18247,-0.996643,0.119375,0.068061,0.373786,0.043785,0.013389
2243,2018,0,2.837511,2.170068,0.182428,1.223134,0.045905,0.056148,0.066626,0.227565,0.689003,2.824596,5.086136,-0.0255,0.420632,-0.113093,0.071704,0.030596,0.045798,0.447988,0.054336,-0.003771
2245,2018,0,1.436168,1.079366,0.457983,1.844962,0.050412,0.093008,0.08742,0.188056,0.576663,4.652572,3.665656,-0.045,0.052431,-0.083265,-0.553868,0.13199,0.02219,0.321716,0.022318,0.02176
2246,2018,0,2.421733,1.951692,0.273176,1.375849,0.034349,0.047259,0.052614,0.240869,0.652849,4.003629,4.049735,-0.0287,0.460333,0.581776,2.17641,0.039991,0.093275,0.256746,0.088961,-0.003588
2262,2018,0,2.959969,2.542643,0.266657,1.363618,0.128819,0.17566,0.134562,0.561451,0.957323,4.493908,4.121884,0.0432,0.942047,-0.052888,-0.348949,0.220682,0.027533,0.190071,0.039327,-0.004003
2276,2018,1,1.725601,1.459218,0.450775,1.820747,0.015687,0.028561,0.013181,0.148136,1.190101,3.108452,8.528883,0.031,0.204699,0.122632,0.57317,0.042673,0.021901,0.129824,0.023582,0.011173
2278,2018,1,2.592172,1.675586,0.284424,1.397475,0.02101,0.029361,0.04915,0.326156,0.427468,1.50055,1.202866,-0.0029,0.225197,0.424982,1.465831,0.045305,0.04132,0.173098,0.107053,-9e-05
2281,2018,1,1.899671,1.318227,0.433165,1.764181,0.050929,0.089848,0.062838,0.198243,0.810483,3.061393,2.785065,-0.0152,0.37514,0.036963,-0.470634,0.177983,0.016219,0.172312,0.02244,-0.008149
2282,2018,0,1.948939,1.216137,0.193515,1.239949,0.032597,0.040418,0.081754,0.29655,0.398718,3.396772,2.04312,0.0312,0.243825,-0.070789,-0.622115,0.123165,0.045345,0.207471,0.059519,0.001754
2283,2018,0,1.414962,0.935613,0.33922,1.513362,0.053877,0.081535,0.101161,0.257269,0.532581,3.830609,2.599334,0.0715,0.108994,0.036161,0.491179,0.022481,0.032298,0.454142,0.047958,0.017075
2286,2018,0,0.941122,0.71683,0.402159,1.672684,0.016533,0.027654,0.024648,0.139989,0.670742,9.02383,6.73776,0.0089,0.277573,0.087113,-1.175267,0.224182,0.053379,0.458866,0.031405,0.0088
2288,2018,1,1.218917,0.678753,0.438472,1.780854,0.012421,0.02212,0.024682,0.1688,0.50323,3.354512,1.899586,0.0022,0.024874,0.248063,-2.43256,0.018951,0.038563,0.250985,0.046942,0.044492
2290,2018,1,1.455961,1.288811,0.632759,2.72301,0.018582,0.050598,0.036232,0.148061,0.512853,1.049004,4.194135,-0.0598,0.134678,0.18187,-1.557914,0.045132,0.022326,0.068438,0.022778,0.0114
2293,2018,0,3.459586,2.16889,0.226416,1.292684,0.10881300000000001,0.140661,0.11321,0.455012,0.961159,10.091613,1.93224,-0.0472,0.931199,0.084758,-0.007535,0.091351,0.060687,0.075784,0.078776,0.000138
2298,2018,0,2.070248,1.361336,0.292093,1.412614,0.030186,0.042641,0.076697,0.302174,0.393575,2.509509,1.562459,-0.0776,0.489094,0.645046,0.81615,0.064612,0.093356,0.093257,0.054339,0.005308
2303,2018,0,2.18799,1.787458,0.280953,1.390729,0.061611,0.085684,0.120795,0.324024,0.510046,3.255073,3.291687,-0.0217,0.594023,0.016492,-0.144708,0.073963,0.065718,0.191415,0.062814,-0.005924
2317,2018,0,2.691998,2.371301,0.246639,1.327385,0.082089,0.108963,0.182299,0.617217,0.450297,4.922837,3.166807,-0.0004,1.04358,0.128253,0.043048,0.079949,0.064659,0.119697,0.042504,0.003015
2318,2018,0,3.689784,2.466422,0.365129,1.575123,0.059467,0.093667,0.075845,0.25062,0.784055,7.083097,2.812724,0.1175,0.871921,0.04034,0.187061,0.046683,0.040598,0.282696,0.060437,0.009245
2321,2018,0,1.11646,0.908752,0.669632,3.026931,0.021152,0.064026,0.035844,0.110752,0.590113,11.000412,4.195413,0.093,0.019057,-0.251457,0.055894,0.124204,0.034085,0.230168,0.021678,0.030095
2322,2018,0,2.17786,1.772371,0.171462,1.206945,0.072601,0.087626,0.257769,0.579491,0.281653,2.251611,1.727627,0.0121,0.831553,0.760368,0.722728,0.01014,0.015275,0.077721,0.08781,0.004985
2326,2018,1,0.837101,0.624481,0.524331,2.102302,0.064824,0.13628,0.130785,0.267321,0.495656,4.374668,3.677715,0.0528,0.125024,0.44052,0.101181,0.133783,0.080755,0.27343,0.096639,0.033175
2327,2018,0,2.845932,2.017466,0.221411,1.284375,0.118848,0.152646,0.186183,0.498186,0.638341,7.838304,1.776984,0.0161,0.490676,0.871619,1.387002,0.139414,0.024,0.223185,0.036716,0.001227
2328,2018,1,1.694597,1.193348,0.252478,1.337753,0.045872,0.061365,0.044335,0.136642,1.034669,15.574873,7.344597,-0.0028,0.29969,0.636854,1.004114,-0.012891,0.035458,0.328925,0.042859,-0.002511
2330,2018,0,1.489699,1.029512,0.255917,1.343935,0.004437,0.005963,0.003944,0.106737,1.125024,10.548755,8.573531,-0.0527,0.167292,0.097596,-0.233229,0.075679,0.097715,0.409661,0.029642,0.00127
2332,2018,0,1.693988,1.282294,0.50208,2.008355,0.063449,0.127428,0.09536,0.590858,0.665363,5.05166,2.240919,-0.0377,0.348332,0.090069,0.18372,0.060117,0.039183,0.206705,0.07121,0.020227
2334,2018,0,1.69976,1.255836,0.410249,1.695631,0.052152,0.088431,0.079836,0.372615,0.653246,2.508623,2.316311,-0.1031,0.32951,-0.012776,-0.804202,0.05955,0.035048,0.140054,0.078297,0.001737
2335,2018,0,1.273837,1.080336,0.531629,2.135061,0.012108,0.025851,0.026477,0.299637,0.457303,2.286375,5.016314,0.0349,0.312792,0.480365,-1.934143,0.205538,0.044546,0.176758,0.062276,0.015253
2339,2018,1,1.969016,1.679239,0.459993,1.851829,0.024254,0.044915,0.04638,0.315903,0.52295,1.362492,3.218375,0.032,0.441248,0.607492,0.331905,0.041666,0.05826,0.06822,0.114742,0.021147
2340,2018,0,1.213848,0.748433,0.590395,2.441378,0.031198,0.076167,0.05611,0.191558,0.556023,7.709964,2.230381,-0.0041,0.315964,0.138641,0.79662,0.121764,0.057472,0.261067,0.032047,0.044605
2342,2018,1,1.502097,0.927397,0.395573,1.654459,0.004459,0.007377,0.010573,0.199129,0.421746,2.322944,1.577261,-0.0163,0.172242,-0.127324,-0.078972,-0.027461,0.037762,0.337343,0.043694,0.031728
2346,2018,1,1.578745,1.427663,0.192474,1.23835,0.022991,0.02847,0.103893,0.229935,0.221291,1.634176,7.469107,0.0368,0.112721,-0.226169,-0.317704,0.027548,0.034934,0.126843,0.098913,-0.000267
2348,2018,0,2.988507,2.532325,0.237198,1.310956,0.016498,0.021628,0.03697,0.283083,0.446257,2.186397,5.221684,-0.0515,0.528334,-0.385806,-1.714031,0.075106,0.065466,0.352359,0.087929,0.010237
2349,2018,1,2.416983,1.534193,0.20745,1.26175,0.076498,0.096521,0.191975,0.480396,0.398478,2.974574,1.580245,-0.039,0.415571,0.406099,0.379361,0.048777,0.049914,0.220165,0.085548,0.002287
2350,2018,0,1.674638,1.295757,0.488215,1.953947,0.02993,0.058481,0.041893,0.245557,0.714429,2.115483,3.292852,-0.0591,0.35771,0.381555,0.213029,0.223358,0.036079,0.151951,0.047576,0.004259
2353,2018,0,2.865534,2.144903,0.272794,1.375127,0.053426,0.073468,0.138505,0.316519,0.385734,1.843155,1.391267,-0.0145,0.379076,0.435357,0.408122,0.157314,0.029725,0.135005,0.053078,-0.007498
2360,2018,0,3.255581,2.913997,0.179871,1.21932,0.107884,0.131545,0.157878,0.451937,0.683336,11.034991,8.743193,0.0707,1.660855,-0.381505,0.080845,-0.12018,0.107315,0.305245,0.117896,-0.000343
2361,2018,0,1.446683,1.255288,0.452983,1.828098,0.023495,0.042952,0.041045,0.167899,0.572427,2.233221,5.724457,-0.0434,0.314513,0.100421,0.120051,0.066596,0.024661,0.160375,0.032555,0.00999
2362,2018,0,3.081044,2.411127,0.235954,1.308821,0.013817,0.018084,0.021437,0.383352,0.644529,5.263602,2.537167,-0.042,0.553586,0.626548,-2.491267,0.085181,0.037478,0.163601,0.12839,-0.005747
2363,2018,0,2.025293,1.502429,0.310636,1.450612,0.022498,0.032636,0.040781,0.168218,0.551673,4.100334,2.86817,0.0282,0.523495,0.050731,-0.844105,0.045307,0.020126,0.31197,0.041233,-0.006383
2365,2018,0,2.791324,2.436986,0.167499,1.2012,0.092742,0.111401,0.177941,0.348153,0.521193,7.713514,6.731679,0.1373,0.083574,0.254877,-0.404015,0.220981,0.04595,0.512601,0.067591,-0.010687
2370,2018,1,2.193381,1.941835,0.328497,1.489197,0.043106,0.064193,0.1347,0.446924,0.320012,3.340459,3.669005,-0.0514,0.778859,-0.414136,-1.440338,0.242592,0.029148,0.112336,0.082977,0.010203
2373,2018,0,1.720812,1.267666,0.375057,1.600147,0.065397,0.104645,0.122666,0.328729,0.533131,2.944951,2.250629,-0.0683,0.47407,0.68173,0.345474,0.141876,0.054219,0.023272,0.04166,0.001088
2375,2018,0,1.406986,1.269563,0.611699,2.575323,0.017851,0.045973,0.040587,0.135332,0.439829,0.759266,4.560697,-0.02,0.163933,0.163506,-0.522904,0.047954,0.012599,0.037162,0.026926,0.006603
2376,2018,0,2.019561,1.558532,0.257604,1.34699,0.088555,0.119282,0.157464,0.430751,0.562379,3.803217,2.773552,0.0254,0.642756,0.303259,0.356366,0.155676,0.041935,0.222089,0.050407,0.003847
2378,2018,0,1.357765,0.666971,0.500452,2.001812,0.011988,0.023997,0.025683,0.182579,0.466754,7.304434,1.43723,0.0039,0.107399,0.089883,0.782296,0.113165,0.042793,0.307023,0.053242,0.040071
2381,2018,0,3.755317,3.140625,0.198059,1.246974,0.071864,0.089613,0.112654,0.255909,0.637918,3.243458,3.905078,0.0031,0.72121,-0.083052,-0.247886,0.026376,0.011877,0.151387,0.048358,-0.009866
2385,2018,0,1.077612,0.720682,0.407907,1.688923,0.026856,0.045357,0.025177,0.186977,1.066665,11.302167,6.829872,-0.0256,0.337234,-0.011864,-0.804069,-0.060344,0.092467,0.26366,0.049762,0.012808
2391,2018,0,2.265327,1.177733,0.195496,1.243002,0.078745,0.09788,0.106869,0.253322,0.736836,11.379878,2.664425,0.0804,0.431853,-0.105661,-0.206451,0.064711,0.030605,0.456057,0.039858,0.004408
2392,2018,1,2.237224,1.819222,0.334142,1.501822,0.064459,0.096806,0.104393,0.351154,0.617465,3.007319,2.914377,-0.0263,0.145405,-0.013576,0.57453,-0.025168,0.084956,0.097398,0.039478,0.013934
2394,2018,0,2.758732,2.029147,0.241799,1.318912,0.091919,0.121233,0.09369,0.203409,0.981101,10.480105,4.676001,0.0665,0.266335,-0.086865,0.22789,0.01475,0.024584,0.312367,0.034626,0.002365
2395,2018,0,1.833751,1.043703,0.341581,1.51879,0.027555,0.04185,0.025723,0.108087,1.071207,14.953744,3.635359,0.0375,0.523669,0.322678,1.487534,0.007313,0.052053,0.263169,0.026716,-0.00388
2396,2018,1,2.054945,1.477493,0.39073,1.641309,0.117592,0.193006,0.090132,0.325721,1.304676,5.271125,3.99173,0.0292,0.575271,0.104091,-0.479934,0.086833,0.015356,0.080692,0.024837,-0.001643
2399,2018,1,1.200871,0.845092,0.546647,2.205788,0.041775,0.092146,0.118013,0.399309,0.353984,4.442907,1.743487,-0.0251,0.327293,0.116973,-0.387802,-0.029425,0.053656,0.124518,0.061283,0.018165
2401,2018,0,1.565151,0.998217,0.589497,2.436034,0.041649,0.101459,0.091885,0.216169,0.453278,7.67261,1.070027,0.0584,0.765327,0.125381,-0.414065,0.124631,0.003162,0.035286,0.073067,-0.012297
2403,2018,0,1.542005,1.022526,0.518268,2.075843,0.028562,0.059291,0.040894,0.371233,0.698456,4.023616,2.486911,-0.031,0.309096,0.347031,0.529399,0.07587,0.057204,0.162477,0.055765,0.008464
2404,2018,1,1.850198,1.523311,0.399423,1.665067,0.050455,0.084011,0.048143,0.151608,1.048021,8.206496,7.190259,-0.0387,0.424435,-0.023378,0.228198,0.209362,0.014548,0.114606,0.04077,0.002238
